,vid,did,pid,vehicle_class,vocation,vehicel_type,drivetrain_type,fuel_type,day_id,speed_data_duration_hrs_includes_zero,driving_data_duration_hrs_no_zero,max_speed,total_average_speed_includes_zero,total_median_speed_includes_zero,driving_average_speed_no_zero,seconds_at_speed_zero,seconds_at_speed_zero_five,seconds_at_speed_seventy_five_plus,driving_time_seconds,percent_time_at_speed_zero,percent_time_at_speed_zero_five,percent_time_at_speed_seventy_five_plus,percent_distance_at_speed_seventy_five_plus,distance_at_speed_zero_five,distance_at_speed_seventy_five_plus,aerodynamic_speed,as_standard,group_ttl_mean_speed_no_zero,group_ttl_std_deviation_speed_no_zero,group_ttl_zero_speed,matched_ttl_mean_speed_no_zero,matched_ttl_std_deviation_speed_no_zero,matched_ttl_zero_speed,non_matched_ttl_mean_speed_no_zero,non_matched_ttl_std_deviation_speed_no_zero,non_matched_ttl_zero_speed,func_1_mean_speed,func_1_std_speed,func_1_zero_speed,func_2_mean_speed,func_2_std_speed,func_2_zero_speed,func_3_mean_speed,func_3_std_speed,func_3_zero_speed,func_4_mean_speed,func_4_std_speed,func_4_zero_speed,func_5_mean_speed,func_5_std_speed,func_5_zero_speed,spd_cat_1_mean_speed,spd_cat_1_std_speed,spd_cat_1_ttl,spd_cat_1_zero_speed,spd_cat_2_mean_speed,spd_cat_2_std_speed,spd_cat_2_ttl,spd_cat_2_zero_speed,spd_cat_3_mean_speed,spd_cat_3_std_speed,spd_cat_3_ttl,spd_cat_3_zero_speed,spd_cat_4_mean_speed,spd_cat_4_std_speed,spd_cat_4_ttl,spd_cat_4_zero_speed,spd_cat_5_mean_speed,spd_cat_5_std_speed,spd_cat_5_ttl,spd_cat_5_zero_speed,spd_cat_6_mean_speed,spd_cat_6_std_speed,spd_cat_6_ttl,spd_cat_6_zero_speed,spd_cat_7_mean_speed,spd_cat_7_std_speed,spd_cat_7_ttl,spd_cat_7_zero_speed,spd_cat_8_mean_speed,spd_cat_8_std_speed,spd_cat_8_ttl,spd_cat_8_zero_speed,total_number_of_acceleration_events,total_number_of_deceleration_events,acceleration_events_per_mile,deceleration_events_per_mile,max_acceleration_ft_per_second_squared,max_deceleration_ft_per_second_squared,average_acceleration_ft_per_second_squared,average_deceleration_ft_per_second_squared,average_acceleration_event_duration,average_deceleration_event_duration,min_acceleration_event_duration,min_deceleration_event_duration,max_acceleration_event_duration,max_deceleration_event_duration,cumulative_acceleration_duration,cumulative_deceleration_duration,absolute_time_cumulative_acceleration_duration,absolute_time_cumulative_deceleration_duration,average_stop_duration,min_stop_duration,max_stop_duration,stops_0_30_seconds,stops_30_60_seconds,stops_60_plus_seconds,stops_300_plus_seconds,stops_1800_plus_seconds,stops_3600_plus_seconds,stops_per_mile,total_stops,max_elevation,min_elevation,mean_elevation,delta_elevation,total_elevation_gained,total_elevation_lost,max_climbing_rate,average_climbing_rate,max_descending_rate,average_descending_rate,maximum_kinetic_power_density_demand,total_kinetic_power_density_demand,average_kinetic_power_density_demand,maximum_kinetic_power_density_regen,total_kinetic_power_density_regen,average_kinetic_power_density_regen,maximum_potential_power_density_demand,total_potential_power_density_demand,average_potential_power_density_demand,maximum_potential_power_density_regen,total_potential_power_density_regen,average_potential_power_density_regen,maximum_aerodynamic_power_density_demand,total_aerodynamic_power_density_demand,average_aerodynamic_power_density_demand,maximum_aerodynamic_power_density_regen,total_aerodynamic_power_density_regen,average_aerodynamic_power_density_regen,maximum_rolling_power_density_demand,total_rolling_power_density_demand,average_rolling_power_density_demand,maximum_rolling_power_density_regen,total_rolling_power_density_regen,average_rolling_power_density_regen,characteristic_acceleration_standard,characteristic_deceleration_standard,aerodynamic_speed_standard,kinetic_intensity_standard,group_ttl_total_points,group_ttl_distance,matched_ttl_distance,matched_ttl_total_points,non_matched_ttl_total_points,non_matched_ttl_distance,func_1_ttl,func_1_distance,func_2_ttl,func_2_distance,func_3_ttl,func_3_distance,func_4_ttl,func_4_distance,func_5_ttl,func_5_distance,spd_cat_1_distance,spd_cat_2_distance,spd_cat_3_distance,spd_cat_4_distance,spd_cat_5_distance,spd_cat_6_distance,spd_cat_7_distance,spd_cat_8_distance
0,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,260,18.435555555555602,7.90277777777778,61.24411472984679,9.37933905643269,0.0,21.8800694023664,37918.0,3708.0,0.0,28450.0,57.1329556412729,5.58702989392478,0.0,0.0,2.9039565947638195,0.0,12.1568125028246,39.884555455461395,9.37933905643269,13.723888619734302,37918.0,9.37933905643269,13.723888619734302,37918,0.0,0.0,0,54.627038005619106,4.05091171911849,0,0.0,0.0,0,12.8890107660518,20.0771285438257,989,14.4921124707745,15.3865242074174,4585,7.05035131213196,12.293834602765699,30320,54.616950506631696,3.0301326137767797,300,0,0.0,0.0,0,0,7.6254917644972595,11.216986368924598,8169,4388,18.0358239192929,14.972470132698698,21956,5448,4.11250305064022,9.53259113156579,35943,28082,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1173.0,1173.0,6.78374550674654,6.78374550674654,6.440602359257491,-8.68337080776406,1.6055900629975701,-1.62434066023678,12.333333333333302,12.190963341858499,1.0,1.0,54.0,52.0,0.0,0.0,14467.0,14467.0,121.34006309147301,2.0,21238.0,0.0,0.0,1.0,1.0,1.0,1.0,1.83328842765444,317.0,1134.0230748644199,812.267175046907,930.552093399646,-5.211904468903191,11801.589076664299,11801.589076664299,8.06441215817699,0.8202383289313531,-3.14462242840818e-05,-0.821114192999035,18.2998611717744,55899.5276810137,3.86393362003274,-31.464730850223397,-55899.5276810134,-3.90905787979115,24.1050676112527,35275.7395124906,2.45174725552479,-29.4860192886341,-35291.3182437286,-2.45436527183592,7679.29267185217,20563014.974576198,722.777327753119,0.0,0.0,0.0,268.346460513059,2728965.37857939,94.8644411506028,0.0,0.0,0.0,0.802334631028804,-0.8025183016826171,39.884555455461395,2.66305385203527,66368,172.913326249256,172.913326249256,66368,0.0,0.0,62,0.940798987874551,0,0.0,1699,6.08289702542279,12750,51.326231667326404,44639,87.4223978395164,4.5514125422193095,0.0,17.3035117289384,109.998486103332,41.059915874767206,0.0,0.0,0.0
1,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,262,2.99388888888889,1.8558333333333301,32.0827754938325,7.446096485848741,5.38123443093436,12.0122777914201,4097.0,1192.0,0.0,6681.0,38.01261829653,11.0595657821488,0.0,0.0,0.966561172846259,0.0,6.269433826600809,20.5690086174567,7.446096485848741,7.63095437831806,4097.0,7.446096485848741,7.63095437831806,4097,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,23.7992802371078,3.17218839205679,0,6.65603487520375,7.78649790589731,2202,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,7.69868201793864,7.970066917234139,3243,1272,7.33738581822201,7.4776467470264105,7535,2825,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,308.0,308.0,13.816128967924499,13.816128967924499,6.1459914075736,-5.696552502364651,1.04943191822461,-0.94652904205043,10.3928571428571,11.522727272727302,1.0,1.0,30.0,32.0,0.0,0.0,3201.0,3201.0,59.3478260869565,1.0,683.0,0.0,0.0,1.0,1.0,1.0,1.0,3.09517174930776,69.0,980.389264357959,829.034205860524,903.180322952936,-18.1117345164728,2085.07845186429,2085.07845186429,3.6930683254139502,0.691339009238822,-1.951459466909e-05,-0.563253933149641,8.112204209579449,4841.03956058699,1.51235225260449,-11.6392604701571,-4841.03956058698,-1.36405735716737,11.0388283647946,6232.439026072359,2.06645856302134,-11.8966928034011,-6286.57621257934,-1.6836036991374799,1103.5030356872098,705082.398326955,105.53545851323999,0.0,0.0,0.0,140.46965976562402,351830.834763193,52.12308663158421,0.0,0.0,0.0,0.7515991517417601,-0.756549861842417,20.5690086174567,9.379797954502749,10778,22.2927855345772,22.2927855345772,10778,0.0,0.0,0,0.0,0,0.0,0,0.0,38,0.251214624725027,4851,8.969006994337061,0.0,0.0,0.0,6.93522938449306,15.3575561500841,0.0,0.0,0.0
2,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,263,10.555,3.14666666666667,66.23811171052479,8.28045620037377,0.0,27.775492117037697,26670.0,1337.0,0.0,11328.0,70.1879046265593,3.51860624243381,0.0,0.0,1.06125376500087,0.0,16.6271514466807,54.5510218066951,8.28045620037377,16.169061253416,26670.0,8.28045620037377,16.169061253416,26670,0.0,0.0,0,55.9010842171881,8.11485033222358,0,31.7377072074003,18.8985664607408,3,21.354298214572,25.4906730634184,2563,6.075060201594759,13.055746720464098,15677,4.39749511190796,9.227334675426151,6333,56.4919603244775,8.122653466357031,1858,3,0.0,0.0,0,0,14.597277113189001,16.697166625757898,7872,3495,3.42015659958865,9.61315763737425,19527,16276,3.20141277470895,7.508657201977,8741,6896,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,490.0,490.0,5.606393518677981,5.606393518677981,6.358692112823451,-7.75480304933557,1.19655403282163,-1.25770122653764,11.9632653061224,11.3816326530612,1.0,1.0,61.0,35.0,0.0,0.0,5862.0,5862.0,384.340540540547,2.0,19851.0,0.0,0.0,1.0,1.0,1.0,1.0,1.27001975627195,111.0,1069.3714861264,814.712412546869,902.408918634083,9.08400263292776,5661.096641667271,5661.096641667271,7.64678670769547,0.943516106944545,-2.50091483167125e-05,-1.03916393436925,16.8280712446488,18194.347199147902,3.10377809606754,-26.635588704731003,-18194.347199147902,-3.26238967171381,22.8567571922682,16921.3967025308,2.82023278375514,-25.8048744244825,-16894.2440107594,-3.1061305406801702,9736.008169706929,19443171.0355249,1716.38162389874,0.0,0.0,0.0,290.381097725651,1379374.08597169,120.58519852886499,0.0,0.0,0.0,0.5833356340212211,-0.5827022945722861,54.5510218066951,1.03501501376511,37998,87.40021519494542,87.40021519494542,37998,0.0,0.0,372,5.77644536910944,79,0.696466352606839,5149,30.542578196342,20564,34.7020938848876,8478,10.356100988543199,29.156128411910895,0.0,31.9193792875068,18.551499422268698,7.77320807325858,0.0,0.0,0.0
3,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,264,15.818055555555599,9.146111111111109,50.0346749860491,9.413107013229011,4.59856131987072,16.2798207759317,24019.0,4960.0,0.0,32926.0,42.179295811748204,8.71015892527878,0.0,0.0,3.99273312510746,0.0,10.1601388742463,33.333788957501,9.413107013229011,11.551882722901,24019.0,9.413107013229011,11.551882722901,24019,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14.9682018069731,18.041941075441102,5897,7.80772702311562,8.06732046349216,7564,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,12.1228803470909,14.3792217978602,21446,8915,7.77605247879139,9.057461697217681,35499,15104,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1399.0,1399.0,9.39575116008016,9.39575116008016,6.2005002344189695,-6.169170704124629,1.54211814178655,-1.3798116251513601,11.237312365975699,12.559113652608499,1.0,1.0,44.0,53.0,0.0,0.0,15721.0,15721.0,75.3112328767164,2.0,9590.60000000149,0.0,0.0,1.0,1.0,1.0,1.0,2.45135752210812,365.0,960.183215330625,794.714237495112,871.904798522865,-7.85050395262124,10662.8391119069,10662.8391119069,5.87456558807071,0.689615774926067,-9.59002629770112e-05,-0.598501697730677,14.3656533551034,47217.7775295178,3.00348435401805,-18.7071412015993,-47217.7435721496,-2.6874071469635497,17.5594696686725,31871.9396626829,2.0613077003416698,-13.413664439735,-31895.405344353,-1.78896210355898,4185.673642768839,12368139.808915801,375.63444721240995,0.0,0.0,0.0,219.067962733382,2349933.93730108,70.5876644528876,0.0,0.0,0.0,0.799269270109638,-0.7995905496862091,33.333788957501,3.7980237425669996,56945,148.897049685646,148.897049685646,56945,0.0,0.0,0,0.0,0,0.0,0,0.0,10999,45.732014354138094,22112,47.956794426426,0.0,0.0,0.0,72.21869220103159,76.67835748461529,0.0,0.0,0.0
4,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,265,6.339722222222219,1.6386111111111101,68.0670142835635,6.35973567130863,0.0,24.6055682702622,16924.0,761.0,0.0,5899.0,74.1532664417474,3.3343556938176397,0.0,0.0,0.586740476912077,0.0,17.2586042668628,56.622717410967205,6.35973567130863,14.6428399915565,16924.0,6.35973567130863,14.6428399915565,16924,0.0,0.0,0,54.91028097324929,9.285791428299609,0,0.0,0.0,0,54.803878320272204,11.571520641870501,11,10.485017907968802,15.690645727175,877,2.23112242015452,6.095358573546599,11409,56.1471338968645,8.67091208567703,1307,0,0.0,0.0,0,0,6.52840499812652,11.6095908134041,825,426,9.122673367318448,11.409880543779199,3311,1555,2.0812910000247,6.2080496251598,17380,14943,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,267.0,267.0,6.622195020388731,6.622195020388731,5.89072778193995,-6.00875121877244,1.0834684254164,-1.07476586778253,11.1011235955056,11.1910112359551,1.0,1.0,56.0,57.0,0.0,0.0,2964.0,2964.0,1173.70943396229,2.0,38690.1999999993,0.0,0.0,1.0,1.0,1.0,1.0,1.31451811266143,53.0,1052.67483007615,813.786729797455,889.442209119618,-35.6088262192129,2378.54619922199,2378.54619922199,5.431199039156129,0.7904773011704859,-0.000416893447891198,-0.8203041200955521,17.6019068159897,7779.973977019859,2.6248225293589305,-21.460987634947397,-7779.973977019879,-2.60373961747653,16.2342173838774,7109.6337617862,2.36278955193958,-18.7595135750989,-7216.07092629807,-2.45194390971732,10564.2377222717,9663612.92147901,1638.17815247991,0.0,0.0,0.0,298.396119733756,636324.808944067,106.90941010485001,0.0,0.0,0.0,0.5578243802172161,-0.563206088506884,56.622717410967205,0.9186498281656229,22823,40.3189575628546,40.3189575628546,22823,0.0,0.0,273,4.1640296404714,0,0.0,1073,16.334600399347803,1437,4.18526964826422,13665,8.46896885316988,20.384528889778302,0.0,1.49609281207066,8.3903254219976,10.0480104390081,0.0,0.0,0.0
5,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,266,9.77416666666667,5.83166666666667,60.47188284673779,12.573804013799501,6.4145710577683195,21.074327990547896,14193.0,2539.0,0.0,20994.0,40.335919515730204,7.215733083240969,0.0,0.0,1.9659550240162802,0.0,13.4624996708535,44.168306006737204,12.573804013799501,15.3927411207636,14193.0,12.573804013799501,15.3927411207636,14193,0.0,0.0,0,49.8639614652635,9.016910445338212,0,0.0,0.0,0,46.66775790220961,16.7611364641375,60,33.0517659990423,11.972581142133999,47,7.4195935179609,9.09554944356466,5258,53.38489269002051,5.923573839265231,1190,0,0.0,0.0,0,0,19.1685972622339,18.7348661928093,824,193,30.757275099155603,13.235905824439499,5578,180,6.941381224325651,9.11232556328686,27595,13820,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,821.0,821.0,6.68031174912886,6.68031174912886,6.18864438578882,-6.606907388768799,1.47832397780218,-1.3077076582426999,12.1084043848965,13.688185140073099,1.0,1.0,79.0,67.0,0.0,0.0,9941.0,9941.0,157.415135135139,2.0,13858.0,0.0,0.0,1.0,1.0,1.0,1.0,1.505307763202,185.0,1059.39366426576,777.949990074247,854.164462817119,-35.2379082894631,7041.466500280992,7041.466500280992,5.874050117680779,0.643761793772261,-0.000100896113394811,-0.691016932777118,14.309458555345,33242.091269827404,3.34393836332636,-23.654535739537398,-33242.0912698273,-2.9580077656012898,17.5579288931817,21047.4145842781,1.92424708212453,-17.8164845965001,-21152.7430502761,-2.06549585492394,7407.99885959428,17923248.5719625,853.73195065078,0.0,0.0,0.0,265.102030547371,1939617.02638493,91.5820872744193,0.0,0.0,0.0,0.6676292788279139,-0.6693764501165219,44.168306006737204,1.8069569710905098,35187,122.898456064878,122.898456064878,35187,0.0,0.0,318,4.40464992943161,0,0.0,1177,15.2577641808058,5073,46.575446920317106,12435,25.6285126099566,17.6466728614235,0.0,4.38747892891133,47.6566890286361,53.2076152459072,0.0,0.0,0.0
6,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,268,12.543888888888901,7.074444444444441,60.9104234506952,13.0780067473312,4.70399939159575,23.188967673000697,19690.0,3086.0,0.0,25468.0,43.6024624651225,6.83378360423402,0.0,0.0,2.36015181816878,0.0,14.953569261328198,49.0602666054074,13.0780067473312,16.9825660000812,19690.0,13.0780067473312,16.9825660000812,19690,0.0,0.0,0,51.206655420911595,7.75055759851148,0,35.011349530474604,14.4268035093401,0,52.72584269648271,6.1301673721710195,0,26.093435840598303,17.051134009684,1465,8.2033442265143,9.90857883532293,5189,52.957415815418905,6.14048453435009,3121,0,0.0,0.0,0,0,14.9556383597047,17.1694853508071,1350,418,21.2876281784218,17.6644675609512,9758,2724,6.38176941981361,8.90135256238722,30929,16548,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1038.0,1038.0,6.32737534543319,6.32737534543319,6.767899006226469,-6.433659959959099,1.3608707195419698,-1.2476676990434,11.849710982659,12.9248554913295,1.0,1.0,70.0,47.0,0.0,0.0,12300.0,12300.0,101.287096774191,1.0,7506.19999999925,0.0,0.0,1.0,1.0,1.0,1.0,1.5117428570977198,248.0,1058.54873914551,786.3536026297991,862.450276527677,-29.9671909281078,9089.80592237934,9089.80592237934,6.19729366999172,0.696857246425893,-2.7121881430503e-05,-0.7196790651284302,15.4063357653134,38924.444513607996,3.16458898484618,-19.8371492985954,-38924.4445136079,-2.9013449995235496,18.5241255024977,27170.038191804102,2.08295294325392,-20.9421055308122,-27259.6121308925,-2.15116888659189,7568.835388825791,29517690.7418757,1159.01094478859,0.0,0.0,0.0,266.99342643649504,2589067.16135507,100.67923321492701,0.0,0.0,0.0,0.609665699470716,-0.6107788248112409,49.0602666054074,1.33741403500575,45158,164.049063526662,164.049063526662,45158,0.0,0.0,850,12.090460307715302,72,0.700226990609491,2457,35.9853876403495,7166,51.9404336760354,13554,30.8855910128263,45.911137433311794,0.0,5.60836438488925,57.701298823622295,54.8282628848376,0.0,0.0,0.0
7,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,270,12.0997222222222,7.44388888888889,63.567219774315205,14.487037324872,7.6812871439615895,23.5480580205277,16761.0,2950.0,0.0,26798.0,38.4788447852338,6.77242360935742,0.0,0.0,2.37863524232879,0.0,15.2791032783826,50.128291595743505,14.487037324872,17.5621628693762,16761.0,14.487037324872,17.5621628693762,16761,0.0,0.0,0,52.8620745609875,7.84839409966352,0,37.5005017564616,17.100787960610198,0,46.9042836774471,15.5940668009612,90,30.908673357031397,13.508802698963098,287,6.9147704335247395,8.74154154610186,7287,50.791070409766505,11.107074191046,4108,0,0.0,0.0,0,0,13.9735444403475,13.523418046214198,1789,448,24.337453910124,16.5657544421252,8352,1490,6.62320216750746,8.8028749983976,29310,14823,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1153.0,1153.0,6.57770402960742,6.57770402960742,6.09953481036087,-7.0968908594339,1.27966325634936,-1.1802118097666598,11.239375542064199,13.2277536860377,1.0,1.0,71.0,1221.6000000014901,0.0,0.0,12959.0,12959.0,108.12264150943399,2.0,3939.80000000075,0.0,0.0,1.0,1.0,1.0,1.0,1.20943040266849,212.0,1054.4492380358,785.6038532128109,868.602818322858,-21.9366314827307,9351.18493952101,9351.18493952101,6.19043131252442,0.6821201356423521,-0.000137922469548357,-0.704692998346273,15.924975206807101,40536.507026075495,3.12805826268042,-26.6516766388321,-40536.507026075604,-2.88495530752798,18.5036134567989,27951.317565524398,2.0389027329144698,-27.4133978915244,-28016.8876250258,-2.10637453011246,8602.67718700393,32928322.1342628,1228.76043489301,0.0,0.0,0.0,278.63268008842897,2766460.92258712,102.42358099174801,0.0,0.0,0.0,0.5887923091745949,-0.589554891527021,50.128291595743505,1.2371724589015098,43559,175.28912745391702,175.28912745391702,43559,0.0,0.0,863,12.6722139850367,136,1.41668562191077,3673,47.855398318684394,5868,50.3811375719614,15982,30.69773918572,57.9582547898113,0.0,6.94407527882824,56.4628930714876,53.923904313789606,0.0,0.0,0.0
8,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,271,12.9288888888889,6.995277777777781,68.1683816940744,12.8827070399509,3.2688213207571803,23.810217863934998,21361.0,3020.0,0.0,25183.0,45.894207631488506,6.48848401512547,0.0,0.0,2.3702141575057203,0.0,16.0860810709272,52.7758565319135,12.8827070399509,17.7915687592246,21361.0,12.8827070399509,17.7915687592246,21361,0.0,0.0,0,56.4921401737739,8.42929111783905,0,25.966769695921897,20.227391034554397,28,54.9219662589018,10.7760750367923,65,16.8899334965997,18.275861163147198,5032,6.57981519663007,8.681312500596759,7750,55.570797252675895,9.9993660791864,3672,28,0.0,0.0,0,0,12.680337042317701,15.0111986632006,1042,333,15.0276159902561,17.629889197105,13343,6640,6.3829240565719605,8.43658888690904,28487,14360,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1062.0,1062.0,6.376115607627269,6.376115607627269,7.22103028252355,-6.21365927284492,1.29783298925443,-1.17027443585291,11.342749529190199,12.5790960451977,1.0,1.0,49.0,64.0,0.0,0.0,12046.0,12046.0,105.945045045048,2.0,5147.1999999992495,0.0,0.0,1.0,1.0,1.0,1.0,1.33286032475824,222.0,1055.96255509481,773.950745262885,858.191553459641,-43.443118004124,8984.487050557858,8984.487050557858,6.40088789150525,0.683907060254081,-6.42535959514134e-05,-0.735892579765404,16.3932868904246,38501.0262937834,3.1961668847570404,-24.8984510744353,-38501.0262937834,-2.8820290660815497,19.1326822551269,26855.2330359909,2.0442439701599198,-21.877825352606802,-26985.0874229185,-2.19963216685022,10612.1828985888,34680690.0179287,1377.14688551518,0.0,0.0,0.0,298.842747537356,2628681.05221959,103.471011699256,0.0,0.0,0.0,0.590129405349744,-0.591718773275062,52.7758565319135,1.11869216670395,46544,166.559087907631,166.559087907631,46544,0.0,0.0,822,12.899038673011699,195,1.4065333585291102,2934,44.761402501005,10705,50.224093911416595,16500,30.157486317887802,56.6822131977295,0.0,3.67025311058195,55.69818893277429,50.50843266654589,0.0,0.0,0.0
9,236,25,17,7,Mass Transit,City Transit Bus,Conventional,Diesel,272,14.768611111111099,5.323055555555559,61.233419762805795,8.54306336358305,0.0,23.702397842280398,34004.0,2587.0,0.0,19163.0,63.9569657870484,4.86580021441872,0.0,0.0,2.0766123990634098,0.0,15.060655466010699,49.4115992979352,8.54306336358305,15.1989344637934,34004.0,8.54306336358305,15.1989344637934,34004,0.0,0.0,0,54.92636567002211,5.01724937240117,0,25.5544852957863,22.8305168583524,31,53.6719359446379,5.30485040265375,0,35.5945491293849,11.9612869612731,10,3.1602025673555296,7.234282621054599,24536,53.4329031450179,8.90700544205143,2045,31,0.0,0.0,0,0,22.751992238312997,16.8081770168742,392,60,30.025397960255102,16.0977932349318,5568,568,3.73850950179223,7.809006961171209,45162,33345,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,745.0,745.0,5.90477006320359,5.90477006320359,6.647738020277691,-6.601424456091321,1.4777066518325002,-1.42064135339866,12.7315436241611,13.242953020134198,1.0,1.0,63.0,48.0,0.0,0.0,9485.0,9485.0,155.315957446801,2.0,13903.3999999985,0.0,0.0,1.0,1.0,1.0,1.0,1.49006278105003,188.0,1054.68707696356,803.706754355253,873.336238263929,-11.766693265882198,6902.27630310881,6902.27630310881,6.11880683024935,0.702164425545149,-0.00010457130690610899,-0.7261887402977351,15.2269794277569,34250.5801642086,3.61102584757075,-25.912051101205698,-34250.5801642087,-3.4715771502340096,18.289523086168398,20631.3657703226,2.0988164567978203,-18.2690543773322,-20666.5372039213,-2.1706267413004197,7691.160534519491,23028196.0876727,1201.70099085074,0.0,0.0,0.0,268.438344951067,1991236.49365829,102.900960862916,0.0,0.0,0.0,0.6583403580913589,-0.658908651920854,49.4115992979352,1.4237265376477302,53167,126.169180514339,126.169180514339,53167,0.0,0.0,527,8.04060964113935,100,0.70984681377184,1542,22.9894792296199,4448,43.979042924306796,31919,28.019584929839002,30.3528574809893,0.0,2.47743915483852,46.4392821785279,46.8996016999835,0.0,0.0,0.0
